id,neighbourhood_group_cleansed,latitude,longitude,property_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,ocupacion_estimada,tipo_tenedor,superhost
904741,Centro,40.41845,-3.70544,Entire rental unit,4,1.0,2.0,3.0,$218.00,2,200,572,4.6,4.71,4.71,4.8,4.75,4.9,4.6,12,147,Profesional (6-20),0
904769,Centro,40.41866,-3.70547,Entire rental unit,4,1.0,1.0,1.0,$103.00,2,300,577,4.6,4.74,4.66,4.78,4.74,4.91,4.62,12,116,Profesional (6-20),0
904775,Centro,40.42062,-3.70766,Entire rental unit,6,2.0,2.0,3.0,$200.00,2,65,512,4.61,4.68,4.69,4.76,4.71,4.92,4.62,12,123,Profesional (6-20),0
912617,Ciudad Lineal,40.4334,-3.65682,Private room in rental unit,2,1.0,1.0,1.0,$360.00,7,1125,1,4.0,4.0,3.0,5.0,5.0,5.0,5.0,1,1,Pequeño (1),0
913536,Centro,40.42157,-3.70539,Private room in rental unit,2,,,,,1,30,13,4.85,4.9,4.9,5.0,4.91,5.0,5.0,3,365,Mediano (2-5),0
914057,Puente de Vallecas,40.38901,-3.64185,Private room in rental unit,2,1.0,1.0,2.0,$26.00,1,1125,282,4.9,4.89,4.91,4.86,4.81,4.74,4.89,1,100,Pequeño (1),0
923140,Centro,40.42194,-3.70194,Entire condo,4,1.0,2.0,2.0,$225.00,5,90,206,4.95,4.96,4.93,4.96,5.0,4.94,4.88,1,236,Pequeño (1),0
925250,Centro,40.41538,-3.70351,Private room in rental unit,2,1.0,1.0,1.0,$68.00,1,1125,764,4.7,4.73,4.68,4.8,4.83,4.91,4.68,14,274,Profesional (6-20),0
925339,Centro,40.422540963200944,-3.701240072319667,Entire loft,5,1.0,2.0,3.0,$94.00,1,365,234,4.66,4.66,4.81,4.86,4.93,4.92,4.54,5,308,Mediano (2-5),0
926653,Centro,40.41245,-3.69688,Entire rental unit,4,0.0,1.0,2.0,$122.00,1,365,634,4.75,4.82,4.84,4.81,4.9,4.89,4.69,20,56,Profesional (6-20),1
938410,Salamanca,40.42722,-3.68388,Entire rental unit,4,2.0,2.0,4.0,$278.00,5,1125,36,4.81,4.89,4.72,4.77,4.78,5.0,4.69,4,32,Mediano (2-5),1
948141,Centro,40.42681,-3.7025,Entire rental unit,4,1.0,1.0,0.0,$201.00,1,1125,289,4.62,4.75,4.58,4.73,4.79,4.9,4.55,1,231,Pequeño (1),1
948963,Latina,40.40777,-3.74013,Private room in home,2,,,,,2,6,211,4.76,4.77,4.75,4.93,4.95,4.49,4.75,3,365,Mediano (2-5),1
958020,Centro,40.42744,-3.70658,Entire rental unit,4,1.0,1.0,1.0,$73.00,7,60,284,4.83,4.94,4.8,4.91,4.94,4.87,4.8,1,104,Pequeño (1),0
961181,Centro,40.40875,-3.70439,Entire rental unit,3,1.0,1.0,2.0,$97.00,4,365,25,4.32,4.58,4.52,4.38,4.38,4.71,4.08,8,199,Profesional (6-20),0
983019,Puente de Vallecas,40.40215,-3.66263,Private room in rental unit,2,1.0,1.0,1.0,$32.00,6,120,95,4.87,4.85,4.76,4.91,4.91,4.59,4.83,1,162,Pequeño (1),1
1044902,Moncloa - Aravaca,40.46549,-3.75115,Private room in home,16,,,,,2,1125,0,,,,,,,,1,365,Pequeño (1),0
1053180,Centro,40.41045,-3.7057,Entire rental unit,5,1.0,2.0,4.0,$136.00,2,1125,389,4.88,4.92,4.82,4.89,4.89,4.79,4.85,1,75,Pequeño (1),1
1053662,ChamberÃ­,40.44338,-3.69662,Private room in rental unit,1,1.0,1.0,1.0,$53.00,1,60,21,5.0,4.9,4.95,5.0,5.0,4.95,4.95,1,280,Pequeño (1),0
1055724,ChamberÃ­,40.43542,-3.70755,Private room in rental unit,2,2.0,1.0,1.0,$47.00,2,1125,36,4.86,4.86,4.86,4.89,4.86,4.94,4.75,1,362,Pequeño (1),0
1065918,Centro,40.421505,-3.704962,Entire rental unit,4,1.0,1.0,2.0,$198.00,1,1125,558,4.2,4.39,4.51,4.56,4.68,4.81,4.26,31,223,Gran tenedor (>20),0
1067941,TetuÃ¡n,40.46544,-3.69534,Entire home,4,2.0,2.0,2.0,$120.00,1,27,74,4.49,4.51,4.55,4.69,4.68,4.64,4.36,2,293,Mediano (2-5),1
1069174,Centro,40.41328,-3.69498,Entire rental unit,2,1.0,1.0,1.0,$130.00,2,90,357,4.63,4.5,4.68,4.81,4.88,4.96,4.54,1,107,Pequeño (1),1
1082942,Centro,40.40912,-3.70074,Private room in rental unit,2,1.0,1.0,2.0,$80.00,30,330,122,4.92,4.93,4.93,4.93,4.98,4.9,4.87,1,226,Pequeño (1),1
1085217,Centro,40.42463,-3.69692,Private room in rental unit,1,1.0,1.0,1.0,$44.00,60,1125,31,4.86,4.81,4.9,4.84,4.97,4.9,4.81,1,2,Pequeño (1),0
1085898,Centro,40.41301,-3.70848,Entire rental unit,4,1.0,1.0,2.0,$134.00,20,45,43,4.93,4.81,5.0,4.91,4.88,4.95,4.88,5,266,Mediano (2-5),1
1086060,Centro,40.41354,-3.7079,Entire rental unit,2,1.0,1.0,2.0,$104.00,2,300,93,4.95,4.92,4.94,4.98,4.98,5.0,4.92,1,350,Pequeño (1),1
1086124,Centro,40.41368,-3.70544,Entire rental unit,3,1.0,1.0,2.0,$101.00,20,40,44,4.84,4.73,4.86,4.89,4.86,4.95,4.68,5,316,Mediano (2-5),1
1087049,Centro,40.41353,-3.70715,Entire rental unit,8,2.0,3.0,4.0,$225.00,5,18,82,4.87,4.91,4.99,4.96,4.89,4.9,4.84,5,348,Mediano (2-5),1
1092467,Centro,40.41936,-3.70752,Entire rental unit,2,1.0,1.0,1.0,$94.00,2,1125,207,4.52,4.66,4.58,4.8,4.83,4.82,4.5,5,347,Mediano (2-5),1
1121429,Centro,40.4175,-3.7093,Entire rental unit,2,,,,,4,1125,364,4.63,4.73,4.56,4.77,4.74,4.91,4.59,1,362,Pequeño (1),1
1133140,Centro,40.41163,-3.69811,Entire rental unit,4,1.0,2.0,3.0,$459.00,2,7,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,282,Pequeño (1),0
1146228,Centro,40.4085,-3.69743,Entire rental unit,2,1.0,1.0,2.0,$93.00,3,30,42,4.57,4.48,4.57,4.76,4.81,4.9,4.57,1,351,Pequeño (1),0
1162707,ChamberÃ­,40.43715,-3.71356,Private room in rental unit,2,1.0,1.0,1.0,$86.00,1,1125,151,4.59,4.58,4.48,4.77,4.88,4.7,4.5,2,6,Mediano (2-5),1
1168731,Villaverde,40.34993,-3.70594,Entire rental unit,3,1.0,1.0,1.0,$87.00,5,1125,55,4.96,4.96,4.85,4.91,4.96,4.78,4.85,2,124,Mediano (2-5),0
1176241,Centro,40.41031,-3.69438,Entire rental unit,2,1.0,1.0,2.0,$49.00,30,120,12,4.58,4.58,4.75,4.92,4.92,4.92,4.33,1,68,Pequeño (1),0
1177790,Centro,40.42087,-3.70118,Entire rental unit,2,1.0,1.0,2.0,$93.00,90,365,8,4.75,4.88,4.63,4.75,4.75,4.88,4.5,1,84,Pequeño (1),0
1184735,Centro,40.4183,-3.70731,Entire rental unit,4,1.0,2.0,3.0,$236.00,4,90,155,4.93,4.96,4.94,4.97,4.99,4.96,4.86,13,334,Profesional (6-20),1
1220946,Centro,40.41682,-3.70233,Entire rental unit,5,1.0,2.0,2.0,$147.00,2,90,352,4.51,4.63,4.79,4.64,4.75,4.69,4.54,3,142,Mediano (2-5),0
1230677,Centro,40.41332,-3.70492,Entire rental unit,2,1.0,1.0,1.0,$80.00,32,200,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,286,Pequeño (1),0
1248292,Centro,40.41884,-3.702,Entire rental unit,3,1.0,1.0,1.0,$128.00,2,90,297,4.64,4.74,4.83,4.73,4.78,4.75,4.63,3,139,Mediano (2-5),0
1251520,Centro,40.41697,-3.70949,Private room in rental unit,2,,,,,3,15,70,4.87,4.86,4.76,4.9,4.96,4.99,4.9,3,365,Mediano (2-5),0
1254955,Arganzuela,40.40441,-3.69717,Entire rental unit,4,1.0,2.0,2.0,$130.00,3,600,48,4.5,4.81,4.56,4.9,4.9,4.83,4.58,1,288,Pequeño (1),0
1263062,Arganzuela,40.39963,-3.69485,Private room in condo,2,1.0,1.0,1.0,$50.00,3,14,498,4.82,4.85,4.82,4.93,4.93,4.86,4.85,3,162,Mediano (2-5),1
1263329,Arganzuela,40.39848,-3.69692,Private room in condo,2,1.0,1.0,2.0,$52.00,3,14,492,4.85,4.84,4.84,4.94,4.95,4.83,4.85,3,154,Mediano (2-5),1
1266548,Centro,40.42239,-3.70986,Entire rental unit,4,1.0,1.0,1.0,$93.00,2,30,500,4.7,4.81,4.85,4.83,4.84,4.88,4.73,12,142,Profesional (6-20),0
1267730,Centro,40.41688,-3.70384,Entire rental unit,5,1.0,2.0,3.0,$159.00,2,90,340,4.49,4.61,4.67,4.56,4.71,4.86,4.54,3,163,Mediano (2-5),0
1272747,Centro,40.42055,-3.71043,Entire rental unit,2,1.0,1.0,1.0,$82.00,2,120,447,4.67,4.78,4.8,4.83,4.85,4.87,4.66,12,176,Profesional (6-20),0
1274889,ChamberÃ­,40.43831228745207,-3.698593652243729,Entire rental unit,5,1.0,2.0,3.0,$102.00,2,27,78,4.68,4.69,4.74,4.78,4.76,4.85,4.51,2,359,Mediano (2-5),1
1296584,Centro,40.41312,-3.69776,Entire rental unit,3,,2.0,,,2,30,6,4.0,4.33,3.33,4.5,4.33,4.83,4.17,1,365,Pequeño (1),0
1297217,Centro,40.41495,-3.70061,Entire rental unit,3,1.0,1.0,2.0,$121.00,4,1125,531,4.68,4.74,4.71,4.77,4.8,4.91,4.65,28,91,Gran tenedor (>20),0
1309325,Hortaleza,40.4926,-3.65542,Private room in rental unit,2,,,,,2,7,150,4.87,4.89,4.96,4.87,4.89,4.81,4.79,1,365,Pequeño (1),0
1316794,Centro,40.41263,-3.70751,Entire rental unit,4,1.0,1.0,4.0,$103.00,3,45,157,4.66,4.59,4.57,4.88,4.96,4.97,4.52,1,125,Pequeño (1),0
1320674,Centro,40.417042,-3.709589,Entire rental unit,3,1.0,1.0,2.0,$111.00,1,1125,614,4.89,4.91,4.9,4.96,4.95,4.99,4.83,2,336,Mediano (2-5),1
1326972,Centro,40.42186,-3.70158,Entire rental unit,2,,1.0,,,3,1125,15,4.47,4.67,4.13,4.8,4.67,4.93,4.47,1,365,Pequeño (1),0
1330726,Centro,40.40872,-3.70761,Entire rental unit,2,1.0,1.0,1.0,$98.00,5,1125,339,4.54,4.59,4.56,4.88,4.9,4.89,4.43,3,346,Mediano (2-5),0
1336818,ChamartÃ­n,40.46396,-3.68005,Entire condo,2,1.0,1.0,1.0,$94.00,1,90,66,4.67,4.79,4.7,4.88,4.8,4.8,4.45,1,54,Pequeño (1),1
1343630,ChamberÃ­,40.43817,-3.69863,Private room in rental unit,1,1.0,1.0,1.0,$55.00,1,6,74,4.84,4.86,4.91,4.92,4.93,4.89,4.7,2,315,Mediano (2-5),1
1346747,Centro,40.40773,-3.70647,Entire loft,4,1.0,1.0,2.0,$88.00,2,1125,100,4.53,4.66,4.42,4.6,4.61,4.65,4.52,1,206,Pequeño (1),0
1362476,Centro,40.42176,-3.7024,Entire rental unit,6,1.0,2.0,3.0,$208.00,2,1124,388,4.69,4.82,4.73,4.74,4.89,4.85,4.7,1,276,Pequeño (1),0
1395084,ChamartÃ­n,40.44282,-3.68077,Private room in home,2,1.0,1.0,2.0,$43.00,31,1125,30,4.8,4.93,4.87,4.9,4.97,4.86,4.9,2,66,Mediano (2-5),1
1398273,Centro,40.41797,-3.69855,Private room in rental unit,1,,,,,1,1125,0,,,,,,,,1,365,Pequeño (1),0
1408400,Centro,40.41639,-3.71313,Entire rental unit,2,1.0,1.0,2.0,$97.00,28,1125,243,4.76,4.82,4.84,4.89,4.95,4.97,4.8,1,95,Pequeño (1),1
1426027,Centro,40.41009,-3.71201,Entire rental unit,6,,2.0,,,4,240,240,4.79,4.81,4.75,4.87,4.89,4.89,4.72,1,365,Pequeño (1),1
1427336,Centro,40.42157,-3.70276,Entire rental unit,3,,1.0,,,1,1120,195,4.31,4.3,4.59,4.73,4.85,4.68,4.23,5,325,Mediano (2-5),0
1430003,Centro,40.42183,-3.71091,Entire rental unit,4,1.0,1.0,2.0,$114.00,6,150,188,4.72,4.77,4.72,4.88,4.88,4.94,4.61,24,334,Gran tenedor (>20),1
1431541,ChamberÃ­,40.44234,-3.69849,Entire rental unit,7,2.0,3.0,6.0,$224.00,4,90,143,4.65,4.82,4.52,4.85,4.77,4.83,4.58,1,243,Pequeño (1),0
1434789,Centro,40.42219,-3.71191,Entire rental unit,4,2.0,2.0,2.0,$180.00,3,120,178,4.76,4.85,4.68,4.93,4.88,4.92,4.69,24,334,Gran tenedor (>20),1
1443639,Arganzuela,40.4058,-3.69604,Entire rental unit,4,1.0,1.0,1.0,$100.00,30,730,59,4.63,4.75,4.32,4.86,4.91,4.91,4.47,1,17,Pequeño (1),0
1463482,Fuencarral - El Pardo,40.50377,-3.68884,Entire bungalow,2,1.0,1.0,1.0,$88.00,4,15,312,4.85,4.87,4.88,4.94,4.93,4.81,4.84,1,40,Pequeño (1),1
1473278,Salamanca,40.42303,-3.67129,Entire rental unit,6,2.0,3.0,5.0,$152.00,31,300,49,4.71,4.73,4.61,4.96,4.92,4.88,4.73,1,51,Pequeño (1),1
1485339,San Blas - Canillejas,40.41909,-3.61418,Entire rental unit,2,,1.0,,,3,1125,16,4.5,4.88,4.75,4.81,4.94,4.69,4.69,1,365,Pequeño (1),0
1491263,Salamanca,40.4244,-3.67485,Private room in rental unit,1,1.0,1.0,1.0,$15.00,30,1125,21,4.86,4.86,4.71,4.76,4.9,5.0,4.86,1,358,Pequeño (1),0
1500875,Centro,40.41256,-3.70938,Entire rental unit,2,1.0,1.0,1.0,$94.00,2,60,473,4.54,4.64,4.68,4.69,4.75,4.82,4.56,12,116,Profesional (6-20),0
1522608,Centro,40.426031,-3.698134,Entire rental unit,3,0.0,1.0,1.0,$113.00,3,300,22,4.36,4.45,4.55,4.91,4.86,4.91,4.23,2,24,Mediano (2-5),0
1529540,Villa de Vallecas,40.36148,-3.59824,Private room in rental unit,2,1.0,1.0,2.0,$45.00,2,1125,99,4.83,4.82,4.86,4.89,4.91,4.6,4.72,1,11,Pequeño (1),1
1532354,Centro,40.41055,-3.70656,Entire rental unit,2,1.0,1.0,1.0,$64.00,5,1125,247,4.63,4.7,4.62,4.89,4.96,4.98,4.5,3,338,Mediano (2-5),0
1547100,Latina,40.40296,-3.74469,Private room in rental unit,2,,,,,2,90,82,4.89,4.9,4.88,4.89,4.96,4.59,4.76,1,275,Pequeño (1),0
1569343,Salamanca,40.42929,-3.67663,Entire rental unit,4,1.0,1.0,2.0,$108.00,5,1125,109,4.44,4.55,4.51,4.67,4.63,4.84,4.4,1,197,Pequeño (1),0
1579108,Centro,40.42171,-3.70564,Entire rental unit,4,1.0,1.0,1.0,$87.00,2,1125,220,4.84,4.9,4.72,4.95,4.93,4.97,4.72,1,354,Pequeño (1),1
1593044,ChamberÃ­,40.43778,-3.71294,Entire rental unit,4,2.0,2.0,3.0,$183.00,1,1,35,4.66,4.74,4.54,4.71,4.89,4.76,4.53,2,0,Mediano (2-5),1
1595592,San Blas - Canillejas,40.44544,-3.5861,Entire rental unit,2,,1.0,,,5,1125,2,5.0,5.0,5.0,5.0,5.0,4.5,5.0,1,365,Pequeño (1),0
1607436,Centro,40.42595,-3.7053,Private room in rental unit,2,,2.0,,,3,6,50,4.74,4.84,4.7,4.78,4.86,4.9,4.66,1,365,Pequeño (1),0
1609815,Retiro,40.41697,-3.67319,Private room in rental unit,2,1.0,1.0,1.0,$60.00,2,30,257,4.81,4.82,4.87,4.88,4.89,4.91,4.77,1,145,Pequeño (1),1
1621371,Centro,40.42063,-3.71193,Entire rental unit,4,1.0,1.0,2.0,$114.00,3,45,187,4.71,4.74,4.68,4.88,4.85,4.96,4.63,24,333,Gran tenedor (>20),1
1622564,Centro,40.42152633589287,-3.71198815447068,Entire rental unit,4,2.0,2.0,2.0,$268.00,4,120,205,4.67,4.68,4.66,4.8,4.79,4.94,4.52,24,310,Gran tenedor (>20),1
1623202,Arganzuela,40.40366,-3.7059,Entire rental unit,5,,2.0,,,3,30,103,4.83,4.89,4.92,4.87,4.96,4.84,4.78,5,363,Mediano (2-5),0
1628485,Centro,40.41856630367691,-3.709107643183609,Private room in rental unit,4,1.0,1.0,2.0,$152.00,1,360,213,4.66,4.64,4.67,4.84,4.77,4.97,4.69,21,0,Gran tenedor (>20),0
1636170,Centro,40.4163,-3.70046,Entire condo,5,1.0,2.0,4.0,$236.00,7,1125,87,4.64,4.66,4.82,4.84,4.72,4.9,4.68,7,29,Profesional (6-20),1
1644183,ChamartÃ­n,40.442649841308594,-3.6739718914031982,Private room in rental unit,1,1.5,2.0,1.0,$46.00,15,60,64,4.95,4.95,4.94,5.0,4.95,4.86,4.92,1,227,Pequeño (1),1
1644403,Centro,40.41396,-3.70446,Entire rental unit,3,1.0,0.0,2.0,$102.00,1,90,444,4.73,4.78,4.78,4.85,4.83,4.92,4.69,6,319,Profesional (6-20),1
1665067,Usera,40.38533,-3.71209,Private room in rental unit,1,2.0,1.0,1.0,$26.00,28,1125,21,4.95,4.95,4.9,4.95,5.0,4.76,4.95,2,365,Mediano (2-5),1
1680271,Centro,40.41474,-3.70744,Entire rental unit,2,1.0,1.0,1.0,$125.00,1,365,536,4.76,4.75,4.83,4.8,4.88,4.92,4.68,20,41,Profesional (6-20),1
1683393,San Blas - Canillejas,40.44033,-3.61872,Entire rental unit,4,1.5,2.0,4.0,$185.00,2,1125,311,4.75,4.85,4.84,4.89,4.9,4.62,4.73,2,365,Mediano (2-5),0
1691073,Centro,40.41666,-3.70222,Entire rental unit,3,1.0,1.0,2.0,$120.00,3,1125,341,4.76,4.81,4.83,4.86,4.89,4.91,4.69,2,167,Mediano (2-5),1
1695083,Centro,40.4217,-3.704667,Entire rental unit,4,1.0,1.0,2.0,$199.00,1,1125,327,4.3,4.4,4.49,4.49,4.62,4.86,4.3,31,216,Gran tenedor (>20),0
1698916,Centro,40.41555,-3.69955,Entire rental unit,4,1.0,1.0,3.0,$119.00,7,1125,50,4.69,4.8,4.72,4.78,4.72,4.78,4.58,7,19,Profesional (6-20),1
1716687,Centro,40.41919,-3.70915,Private room in rental unit,6,1.0,1.0,1.0,$78.00,4,360,196,4.58,4.52,4.59,4.71,4.75,4.9,4.53,21,92,Gran tenedor (>20),0
1737408,Moratalaz,40.40564,-3.65427,Entire rental unit,6,2.0,3.0,3.0,$167.00,3,1125,196,4.82,4.92,4.89,4.9,4.92,4.64,4.77,5,314,Mediano (2-5),1
1737767,Centro,40.41466,-3.70115,Entire rental unit,2,1.0,1.0,1.0,$196.00,2,30,307,4.89,4.94,4.81,4.94,4.96,5.0,4.82,1,342,Pequeño (1),1
1742289,Centro,40.41535,-3.7101,Entire rental unit,3,1.0,1.0,2.0,$60.00,3,1125,319,4.68,4.65,4.84,4.82,4.85,4.9,4.6,2,65,Mediano (2-5),0
1750838,Centro,40.41014,-3.70096,Entire rental unit,2,1.0,1.0,1.0,$115.00,3,60,204,4.82,4.85,4.9,4.87,4.99,4.91,4.74,1,147,Pequeño (1),1
1755242,Centro,40.4152,-3.70429,Entire rental unit,4,1.0,1.0,2.0,$144.00,1,1125,690,4.63,4.68,4.6,4.81,4.86,4.9,4.6,14,246,Profesional (6-20),0
1763683,Centro,40.42318,-3.70166,Entire rental unit,2,1.0,1.0,1.0,$68.00,2,360,410,4.69,4.78,4.73,4.83,4.84,4.89,4.6,5,96,Mediano (2-5),0
1765529,Centro,40.40955,-3.71055,Entire rental unit,2,1.0,1.0,2.0,$86.00,50,365,72,4.7,4.74,4.71,4.92,4.87,4.86,4.68,1,268,Pequeño (1),0
1774049,Arganzuela,40.40498,-3.7006,Entire home,6,1.0,2.0,4.0,$155.00,2,20,76,4.37,4.41,4.55,4.72,4.82,4.64,4.17,1,127,Pequeño (1),0
1779465,Centro,40.41508865356445,-3.707134962081909,Entire rental unit,2,1.0,1.0,1.0,$270.00,2,15,125,5.0,4.98,5.0,5.0,5.0,4.99,4.96,1,340,Pequeño (1),1
1788102,Centro,40.4142968542387,-3.709685581272064,Private room in rental unit,4,1.0,1.0,2.0,$133.00,3,360,229,4.66,4.68,4.7,4.76,4.79,4.94,4.66,21,21,Gran tenedor (>20),0
1790515,Moncloa - Aravaca,40.42397,-3.7303,Private room in rental unit,1,,,,,1,333,6,4.67,4.83,4.5,4.83,4.83,4.67,4.5,1,114,Pequeño (1),0
1790920,Centro,40.42896,-3.70693,Entire rental unit,2,,,,,2,7,0,,,,,,,,1,365,Pequeño (1),0
1797544,Salamanca,40.42129424736724,-3.683965195613257,Entire rental unit,2,1.5,1.0,1.0,$127.00,1,365,32,4.66,4.72,4.78,4.91,4.75,5.0,4.53,29,90,Gran tenedor (>20),1
1846297,Retiro,40.40155,-3.67772,Entire rental unit,2,,1.0,,,4,10,21,4.71,4.95,4.81,4.86,4.9,4.38,4.67,1,365,Pequeño (1),0
1854759,Latina,40.40847,-3.72231,Private room in rental unit,1,1.5,1.0,1.0,$38.00,10,65,73,4.9,4.88,4.9,4.89,4.9,4.85,4.84,1,285,Pequeño (1),1
1858255,Centro,40.42363,-3.70076,Entire rental unit,4,2.0,2.0,2.0,$209.00,32,366,270,4.87,4.85,4.91,4.83,4.91,4.95,4.82,2,314,Mediano (2-5),1
1863038,Centro,40.41012,-3.71149,Entire rental unit,4,2.0,2.0,2.0,$225.00,1,1125,179,4.75,4.84,4.76,4.8,4.82,4.88,4.75,1,120,Pequeño (1),1
1865189,ChamberÃ­,40.43597,-3.70842,Private room in rental unit,2,,,,,3,365,9,4.78,4.89,4.44,4.89,4.89,4.78,4.78,3,365,Mediano (2-5),0
1901306,Centro,40.40967178344727,-3.70320200920105,Entire rental unit,2,1.0,1.0,2.0,$77.00,2,1125,66,4.77,4.75,4.43,4.8,4.84,4.55,4.61,1,343,Pequeño (1),0
1910871,Centro,40.41142,-3.71047,Entire rental unit,5,1.0,3.0,4.0,$166.00,1,181,149,4.77,4.8,4.9,4.84,4.86,4.92,4.69,1,23,Pequeño (1),0
1926546,Centro,40.41209,-3.70278,Entire rental unit,4,,1.0,,,4,1125,16,4.88,4.88,4.81,4.81,4.81,4.75,4.81,1,365,Pequeño (1),0
1927108,ChamberÃ­,40.43089,-3.70486,Private room in rental unit,13,3.0,7.0,2.0,$34.00,3,365,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,260,Pequeño (1),0
1928731,Centro,40.41154,-3.70803,Entire rental unit,2,1.0,1.0,1.0,$500.00,5,15,223,4.84,4.87,4.87,4.89,4.96,4.91,4.78,1,339,Pequeño (1),1
1956372,Centro,40.42094,-3.70045,Private room in rental unit,4,1.5,1.0,2.0,"$1,286.00",1,1125,220,4.5,4.6,4.51,4.77,4.8,4.87,4.57,1,0,Pequeño (1),0
1958786,Centro,40.42515,-3.69927,Entire rental unit,2,,1.0,,,3,7,27,4.74,4.74,4.44,4.89,4.96,5.0,4.56,2,365,Mediano (2-5),0
1973442,Centro,40.41128,-3.70224,Private room in loft,1,1.0,1.0,1.0,$76.00,6,90,207,4.97,4.99,4.97,4.98,4.99,4.95,4.96,1,180,Pequeño (1),1
1990801,Centro,40.41497,-3.7014,Entire rental unit,6,2.0,2.0,4.0,$230.00,4,1125,632,4.69,4.76,4.75,4.74,4.81,4.93,4.71,28,148,Gran tenedor (>20),0
2001012,Centro,40.42883,-3.70233,Entire rental unit,2,1.0,1.0,1.0,$73.00,28,360,23,4.35,4.48,4.39,4.65,4.61,4.91,4.09,4,189,Mediano (2-5),0
2010660,TetuÃ¡n,40.44733,-3.70123,Entire rental unit,2,,1.0,,,30,90,0,,,,,,,,1,365,Pequeño (1),0
2052383,Ciudad Lineal,40.4313,-3.65535,Entire rental unit,4,,2.0,,,7,1125,1,4.0,5.0,3.0,4.0,4.0,4.0,4.0,1,365,Pequeño (1),0
2054398,TetuÃ¡n,40.46107,-3.70196,Entire condo,2,1.0,1.0,1.0,$67.00,60,360,19,4.89,4.83,4.26,5.0,4.89,4.61,4.61,1,61,Pequeño (1),0
2062465,Centro,40.41811,-3.70353,Entire rental unit,2,1.0,0.0,1.0,$88.00,32,730,91,4.59,4.74,4.48,4.83,4.9,4.84,4.6,2,276,Mediano (2-5),1
2064355,Centro,40.41927889999999,-3.7020884,Entire rental unit,3,1.0,1.0,3.0,$165.00,2,90,66,4.64,4.61,4.64,4.68,4.79,4.91,4.61,22,98,Gran tenedor (>20),0
2068722,Centro,40.41927889999999,-3.7020884,Entire rental unit,3,1.0,0.0,2.0,$206.00,2,90,51,4.45,4.39,4.55,4.45,4.71,4.8,4.16,22,68,Gran tenedor (>20),0
2068792,Centro,40.41927889999999,-3.7020884,Entire rental unit,4,1.0,1.0,4.0,$198.00,2,90,71,4.68,4.69,4.73,4.65,4.79,4.93,4.65,22,27,Gran tenedor (>20),0
2068796,Centro,40.41927889999999,-3.7020884,Entire rental unit,4,1.0,1.0,4.0,$246.00,2,90,48,4.67,4.69,4.71,4.71,4.83,4.9,4.56,22,64,Gran tenedor (>20),0
2069026,Centro,40.41927889999999,-3.7020884,Entire rental unit,4,1.0,1.0,4.0,$225.00,2,90,50,4.46,4.4,4.5,4.46,4.64,4.8,4.3,22,39,Gran tenedor (>20),0
2079509,Centro,40.42324,-3.70649,Entire rental unit,2,1.0,1.0,2.0,$171.00,4,180,0,,,,,,,,9,49,Profesional (6-20),0
2084773,Centro,40.41928,-3.70209,Entire serviced apartment,7,2.0,3.0,7.0,$524.00,3,90,76,4.62,4.63,4.61,4.63,4.78,4.7,4.47,22,33,Gran tenedor (>20),0
2087574,Centro,40.40756,-3.70568,Private room in rental unit,1,,,,,4,16,385,4.79,4.75,4.78,4.93,4.9,4.82,4.77,4,364,Mediano (2-5),1
2091654,Centro,40.4237,-3.70258,Entire rental unit,4,,2.0,,,4,30,6,4.83,5.0,4.83,5.0,5.0,5.0,4.67,1,365,Pequeño (1),0
2096590,Centro,40.42328,-3.70655,Entire rental unit,6,1.0,2.0,6.0,$325.00,4,1125,19,4.47,4.5,4.61,4.39,4.56,4.94,4.67,9,68,Profesional (6-20),0
2100370,Centro,40.4243,-3.70442,Entire rental unit,6,1.0,2.0,5.0,$179.00,4,200,7,4.29,4.29,4.29,4.86,4.57,5.0,4.43,9,49,Profesional (6-20),0
2101315,Centro,40.41927889999999,-3.7020884,Entire rental unit,6,1.0,2.0,6.0,$264.00,2,90,67,4.58,4.54,4.64,4.58,4.72,4.84,4.3,22,97,Gran tenedor (>20),0
2117068,ChamberÃ­,40.42936,-3.7021,Entire rental unit,2,1.0,1.0,2.0,$70.00,30,365,13,3.77,3.69,4.31,4.38,4.38,4.69,3.77,4,57,Mediano (2-5),0
2188662,Centro,40.41584,-3.70683,Entire serviced apartment,4,1.0,2.0,2.0,$213.00,3,1000,443,4.88,4.89,4.91,4.79,4.85,4.95,4.82,2,77,Mediano (2-5),0
2192321,Carabanchel,40.38953,-3.71413,Entire home,4,1.0,2.0,3.0,$40.00,21,1125,53,4.75,4.87,4.43,4.83,4.96,4.38,4.68,1,88,Pequeño (1),0
2224238,ChamartÃ­n,40.47054,-3.68104,Private room in rental unit,1,1.0,1.0,1.0,$55.00,1,3,427,4.9,4.95,4.96,4.92,4.97,4.85,4.9,4,346,Mediano (2-5),1
