"host_id","hosts_time_as_host_years","host_location","host_is_superhost","host_neighbourhood","host_listings_count","host_total_listings_count","neighbourhood_cleansed","neighbourhood_group_cleansed","latitude","longitude","minimum_nights","maximum_nights","availability_365","license","calculated_host_listings_count","calculated_host_listings_count_entire_homes","ocupacion_estimada","tipo_tenedor","superhost"
71615,14,"Barcelona, Spain","f","la Sagrada Família",39,43,"la Sagrada Família","Eixample",41.40556,2.17262,1,1125,115,"Spain - National registration number<br />ESFCTU000008058000039706000000000000000HUTB-002062349<br /><br />Barcelona - Regional registration number<br />HUTB-002062",24,24,250,"Gran tenedor (>20)",0
9100900,12,"Barcelona, Spain","t","el Fort Pienc",1,1,"el Fort Pienc","Eixample",41.40001,2.18416,2,1125,294,"Barcelona - Regional registration number<br />HUTB-008524<br /><br />Spain - National registration number<br />ESFCTU00000807200012837600000000000000000HUTB-0085249",1,1,71,"Pequeño (1)",1
12385333,11,"Barcelona, Spain","f","El Poble-sec",2,2,"el Poble Sec","Sants-Montjuïc",41.3723,2.16441,3,1125,115,"Barcelona - Regional registration number<br />HUTB-006856",2,2,250,"Mediano (2-5)",0
1744516,13,"Barcelona, Spain","f","Vila de Gràcia",41,59,"la Vila de Gràcia","Gràcia",41.39996,2.16339,3,1125,222,"Spain - National registration number<br />ESHFTU00000805700055108900800000000000000HUTB-0074460",39,39,143,"Gran tenedor (>20)",0
31970000,10,"Barcelona, Spain","f","El Poblenou",1,1,"el Poblenou","Sant Martí",41.39782,2.20745,32,365,365,"",1,0,0,"Pequeño (1)",0
375625,14,"Barcelona, Spain","t","El Poblenou",5,9,"el Poblenou","Sant Martí",41.39909,2.20733,1,28,190,"Barcelona - Regional registration number<br />HUTB-002924",5,5,175,"Mediano (2-5)",1
8130906,11,"Barcelona, Spain","f","Dreta de l'Eixample",64,74,"la Vila de Gràcia","Gràcia",41.39897,2.15688,1,1125,325,"Barcelona - Regional registration number<br />HUTB-010949<br /><br />Spain - National registration number<br />ESFCTU00000806600038174900000000000000000HUTB-0109493",64,64,40,"Gran tenedor (>20)",0
4396136,13,"Barcelona, Spain","f","El Poble-sec",17,32,"el Poble Sec","Sants-Montjuïc",41.37333,2.15451,3,1125,221,"Barcelona - Regional registration number<br />HUTB-005253",13,13,144,"Profesional (6-20)",0
1744516,13,"Barcelona, Spain","f","Vila de Gràcia",41,59,"la Sagrada Família","Eixample",41.40704,2.18098,3,1125,296,"Spain - National registration number<br />ESFCTU000008073000928126000000000000000000HUTB0104059",39,39,69,"Gran tenedor (>20)",0
4687292,12,"Barcelona, Spain","f","El Poble-sec",1,6,"el Poble Sec","Sants-Montjuïc",41.37431,2.16577,2,90,251,"Spain - National registration number<br />ESFCTU00000806900001257600000000000000000HUTB-0027713<br /><br />Barcelona - Regional registration number<br />HUTB-002771",1,1,114,"Pequeño (1)",0
4116737,9,"Barcelona, Spain","t","La Barceloneta",1,1,"la Barceloneta","Ciutat Vella",41.38223,2.18798,31,1125,203,"",1,1,162,"Pequeño (1)",1
2688205,13,"Barcelona, Spain","t","La Nova Esquerra de l'Eixample",13,13,"la Vila de Gràcia","Gràcia",41.39888,2.16226,3,1125,226,"Barcelona - Regional registration number<br />HUTB-009099<br /><br />Spain - National registration number<br />ESFCTU00000805600026508800000000000000000HUTB-0126724",13,13,139,"Profesional (6-20)",1
3744544,12,"Barcelona, Spain","t","Dreta de l'Eixample",33,42,"la Sagrada Família","Eixample",41.4055,2.17727,3,9,257,"Barcelona - Regional registration number<br />hutb-008493<br /><br />Spain - National registration number<br />ESFCTU00000807300025677900000000000000HUTB-008493-766",33,33,108,"Gran tenedor (>20)",1
42613804,10,"Barcelona, Spain","f","Eixample",2,2,"Sant Antoni","Eixample",41.37554,2.1649,32,1125,316,"",2,2,49,"Mediano (2-5)",0
22076771,11,"Barcelona, Spain","t","El Gòtic",22,24,"el Barri Gòtic","Ciutat Vella",41.38039,2.17708,30,1125,246,"Spain - National registration number<br />ESFCNT00000811900021351700000000000000000000000000007",20,20,119,"Profesional (6-20)",1
2262273,13,"Barcelona, Spain","t","El Gòtic",31,131,"el Barri Gòtic","Ciutat Vella",41.38149,2.18035,32,1125,166,"",31,25,199,"Gran tenedor (>20)",1
2748428,13,"Barcelona, Spain","t","",7,10,"el Poblenou","Sant Martí",41.3959788676389,2.2063943819174,4,90,249,"Barcelona - Regional registration number<br />HUTB-009201<br /><br />Spain - National registration number<br />ESFCTU00000807200058235200000000000000HUTB-009201-366",7,7,116,"Profesional (6-20)",1
75620994,9,"Barcelona, Spain","f","El Gòtic",24,33,"el Barri Gòtic","Ciutat Vella",41.38179,2.18048,31,730,365,"Spain - National registration number<br />ESFCNT00000811900011659700000000000000000000000000007",13,13,0,"Profesional (6-20)",0
55103645,9,"Barcelona, Spain","f","",2,2,"el Barri Gòtic","Ciutat Vella",41.37959,2.17627,32,200,174,"",1,1,191,"Pequeño (1)",0
77548260,9,"Barcelona, Spain","f","Dreta de l'Eixample",8,11,"el Fort Pienc","Eixample",41.39715,2.17717,35,190,105,"Spain - National registration number<br />ESHFNT00000805400056980900600000000000000000000000006",8,0,260,"Profesional (6-20)",0
36607755,10,"Barcelona, Spain","f","Dreta de l'Eixample",142,143,"la Sagrada Família","Eixample",41.40302,2.18124,32,365,365,"",136,0,0,"Gran tenedor (>20)",0
8320838,12,"Barcelona, Spain","f","Vila de Gràcia",1,2,"la Vila de Gràcia","Gràcia",41.39759,2.15418,2,1125,278,"Spain - National registration number<br />ESFCTU00000806600024844800000000000000000HUTB-0092304",1,1,87,"Pequeño (1)",0
94858265,9,"Barcelona, Spain","t","Vila de Gràcia",5,5,"la Vila de Gràcia","Gràcia",41.39997,2.1615,5,10,140,"Spain - National registration number<br />ESFCTU000008057000241461000000000000000000HUTB0062672<br /><br />Barcelona - Regional registration number<br />HUTB-006267",4,4,225,"Mediano (2-5)",1
15944590,11,"Barcelona, Spain","t","La Nova Esquerra de l'Eixample",2,2,"Sant Antoni","Eixample",41.38521,2.16299,4,1125,336,"Barcelona - Regional registration number<br />HUTB-013202",2,2,29,"Mediano (2-5)",1
36607755,10,"Barcelona, Spain","f","Dreta de l'Eixample",142,143,"la Sagrada Família","Eixample",41.40496,2.18148,32,365,364,"",136,0,1,"Gran tenedor (>20)",0
36607755,10,"Barcelona, Spain","f","Dreta de l'Eixample",142,143,"la Sagrada Família","Eixample",41.40458,2.18123,32,365,364,"",136,0,1,"Gran tenedor (>20)",0
36607755,10,"Barcelona, Spain","f","Dreta de l'Eixample",142,143,"la Sagrada Família","Eixample",41.4039,2.17934,32,365,364,"",136,0,1,"Gran tenedor (>20)",0
36607755,10,"Barcelona, Spain","f","Dreta de l'Eixample",142,143,"la Sagrada Família","Eixample",41.40325,2.17972,32,365,365,"",136,0,0,"Gran tenedor (>20)",0
36607755,10,"Barcelona, Spain","f","Dreta de l'Eixample",142,143,"la Sagrada Família","Eixample",41.40521,2.17974,32,365,364,"",136,0,1,"Gran tenedor (>20)",0
36607755,10,"Barcelona, Spain","f","Dreta de l'Eixample",142,143,"la Sagrada Família","Eixample",41.40335,2.17985,32,365,365,"",136,0,0,"Gran tenedor (>20)",0
36607755,10,"Barcelona, Spain","f","Dreta de l'Eixample",142,143,"la Sagrada Família","Eixample",41.40351,2.17971,32,365,365,"",136,0,0,"Gran tenedor (>20)",0
36607755,10,"Barcelona, Spain","f","Dreta de l'Eixample",142,143,"el Barri Gòtic","Ciutat Vella",41.38137,2.17655,32,365,365,"",136,0,0,"Gran tenedor (>20)",0
36607755,10,"Barcelona, Spain","f","Dreta de l'Eixample",142,143,"el Barri Gòtic","Ciutat Vella",41.38167,2.17634,32,365,365,"",136,0,0,"Gran tenedor (>20)",0
109295329,8,"Barcelona, Spain","f","El Poble-sec",2,2,"el Poble Sec","Sants-Montjuïc",41.37397,2.155825,31,1125,270,"",2,0,95,"Mediano (2-5)",0
10693680,11,"Barcelona, Spain","f","La Sagrada Família",17,19,"Sant Antoni","Eixample",41.37992,2.15876,32,1125,167,"Spain - National registration number<br />ESFCNT00000806900036839000000000000000000000000000001",15,15,198,"Profesional (6-20)",0
132312423,8,"Barcelona, Spain","t","",1,1,"el Guinardó","Horta-Guinardó",41.41803,2.17179,31,60,79,"Spain - National registration number<br />ESHFNT00000805800015716500100000000000000000000000003",1,0,286,"Pequeño (1)",1
129000409,8,"Barcelona, Spain","f","Kolonaki",220,294,"les Corts","Les Corts",41.3842277526855,2.13649797439575,1,45,347,"Barcelona - Regional registration number<br />HUTB-012438",15,15,18,"Profesional (6-20)",0
58993125,7,"Barcelona, Spain","f","La Sagrada Família",42,58,"la Sagrada Família","Eixample",41.405297,2.1714082,1,365,323,"Barcelona - Regional registration number<br />HUTB-011314",31,31,42,"Gran tenedor (>20)",0
57776439,2,"Barcelona, Spain","f","",1,1,"Sants","Sants-Montjuïc",41.37635,2.13369,31,31,87,"",1,0,278,"Pequeño (1)",0
154774388,8,"","f","El Gòtic",1,1,"el Barri Gòtic","Ciutat Vella",41.38095,2.17938,3,30,222,"Spain - National registration number<br />ESFCTU0000081190001303330000000000000000HUBT000729740",1,1,143,"Pequeño (1)",0
117888638,8,"Barcelona, Spain","t","El Raval",6,6,"el Barri Gòtic","Ciutat Vella",41.38269,2.17208,2,90,285,"Spain - National registration number<br />ESHFTU00000805400049516000700000000000000HUTB-0358756<br /><br />Barcelona - Regional registration number<br />HUTB-035875",6,6,80,"Profesional (6-20)",1
170895136,7,"Barcelona, Spain","f","El Poble-sec",2,2,"el Poble Sec","Sants-Montjuïc",41.37313,2.16854,31,365,251,"",2,0,114,"Mediano (2-5)",0
169257198,7,"","t","Vila de Gràcia",1,1,"la Vila de Gràcia","Gràcia",41.39979,2.16024,2,10,224,"Spain - National registration number<br />ESFCTU00000806600016808100000000000000000000000045357",1,1,141,"Pequeño (1)",1
33427552,10,"Barcelona, Spain","f","El Raval",1,3,"el Raval","Ciutat Vella",41.38036,2.16793,32,300,87,"",1,0,278,"Pequeño (1)",0
35887104,7,"Barcelona, Spain","f","",2,2,"el Poble Sec","Sants-Montjuïc",41.3718,2.16819,2,730,254,"Spain - National registration number<br />ESFCTU00000806900099373800000000000000000HUTB-0112042",1,1,111,"Pequeño (1)",0
15535606,7,"Barcelona, Spain","f","Sant Antoni",1,1,"Sant Antoni","Eixample",41.375904083252,2.15578889846802,32,330,106,"Spain - National registration number<br />ESFCNT00000806900036094300000000000000000000000000007",1,1,259,"Pequeño (1)",0
158023606,8,"Barcelona, Spain","f","",146,170,"el Guinardó","Horta-Guinardó",41.41275,2.17632,1,333,331,"Barcelona - Regional registration number<br />HUTB-011223<br /><br />Spain - National registration number<br />ESHFTU00000805800000659300300000000000000HUTB-0112231",120,120,34,"Gran tenedor (>20)",0
28300778,10,"Barcelona, Spain","t","el Fort Pienc",3,3,"el Fort Pienc","Eixample",41.39856,2.18287,2,180,295,"Barcelona - Regional registration number<br />HUTB-010021<br /><br />Spain - National registration number<br />ESFCTU00000807200037216800000000000000HUTB-010021-438",1,1,70,"Pequeño (1)",1
172462374,7,"Barcelona, Spain","t","El Raval",15,17,"el Raval","Ciutat Vella",41.37952,2.17331,31,150,110,"",15,15,255,"Profesional (6-20)",1
172462374,7,"Barcelona, Spain","t","El Raval",15,17,"el Raval","Ciutat Vella",41.37959,2.16836,31,150,117,"",15,15,248,"Profesional (6-20)",1
195335908,7,"Barcelona, Spain","t","",3,3,"la Sagrada Família","Eixample",41.40059,2.17547,1,1125,334,"Barcelona - Regional registration number<br />HUTB-004464<br /><br />Spain - National registration number<br />Exempt",3,0,31,"Mediano (2-5)",1
160690738,7,"Barcelona, Spain","f","El Raval",5,5,"el Raval","Ciutat Vella",41.38294,2.16909,31,180,159,"",4,0,206,"Mediano (2-5)",0
160690738,7,"Barcelona, Spain","f","El Raval",5,5,"el Raval","Ciutat Vella",41.38294,2.16909,31,180,363,"",4,0,2,"Mediano (2-5)",0
23213732,10,"Barcelona, Spain","f","",4,4,"la Sagrada Família","Eixample",41.41082,2.17384,2,7,246,"Barcelona - Regional registration number<br />HUTB-002183<br /><br />Spain - National registration number<br />ESFCTU00000805800025326300000000000000000000000000002",4,4,119,"Mediano (2-5)",0
208199613,7,"","f","",15,15,"el Barri Gòtic","Ciutat Vella",41.38008,2.17488,1,1125,155,"Barcelona - Regional registration number<br />HUTB-245289<br /><br />Spain - National registration number<br />ESHFTU00000805600071447000200000000000000HUTB-0024526",15,15,210,"Profesional (6-20)",0
208199613,7,"","f","",15,15,"el Raval","Ciutat Vella",41.38019,2.17327,1,365,158,"Barcelona - Regional registration number<br />HUTB-245491<br /><br />Spain - National registration number<br />ESHFTU00000805600071447000400000000000000HUTB-0024548",15,15,207,"Profesional (6-20)",0
208199613,7,"","f","",15,15,"el Raval","Ciutat Vella",41.37825,2.17473,1,1125,167,"Barcelona - Regional registration number<br />HUTB-245512<br /><br />Spain - National registration number<br />ESHFTU00000805600071447000500000000000000HUTB-0024554",15,15,198,"Profesional (6-20)",0
208199613,7,"","f","",15,15,"el Raval","Ciutat Vella",41.38012,2.17353,1,1125,164,"Barcelona - Regional registration number<br />HUTB-245693<br /><br />Spain - National registration number<br />ESHFTU00000805600071447000600000000000000HUTB-0024560",15,15,201,"Profesional (6-20)",0
222058736,7,"","f","El Putget i Farró",1,7,"la Vila de Gràcia","Gràcia",41.40222,2.15126,32,1125,131,"Spain - National registration number<br />ESFCNT00000805900019883700000000000000000000000000007",1,1,234,"Pequeño (1)",0
34661991,10,"","t","El Poble-sec",2,4,"el Poble Sec","Sants-Montjuïc",41.3746080479427,2.16660979003407,31,180,231,"",2,2,134,"Mediano (2-5)",1
228209547,6,"Barcelona, Spain","t","La Sagrada Família",3,3,"la Sagrada Família","Eixample",41.4102325439453,2.17505598068237,1,1125,281,"Barcelona - Regional registration number<br />HUTB-000790<br /><br />Spain - National registration number<br />ESHFTU00000805800000941900100000000000000000053198206",3,3,84,"Mediano (2-5)",1
228209547,6,"Barcelona, Spain","t","La Sagrada Família",3,3,"la Sagrada Família","Eixample",41.4102325439453,2.17505598068237,1,1125,286,"Barcelona - Regional registration number<br />HUTB-000801<br /><br />Spain - National registration number<br />ESHFTU00000805800000941900200000000000000000053772504",3,3,79,"Mediano (2-5)",1
228209547,6,"Barcelona, Spain","t","La Sagrada Família",3,3,"la Sagrada Família","Eixample",41.4102325439453,2.17505598068237,1,1125,264,"Barcelona - Regional registration number<br />HUTB-000805<br /><br />Spain - National registration number<br />ESHFTU00000805800000941901600000000000000000005779202",3,3,101,"Mediano (2-5)",1
180215498,7,"Barcelona, Spain","f","Vila de Gràcia",3,3,"la Vila de Gràcia","Gràcia",41.39729,2.15642,4,1125,161,"Barcelona - Regional registration number<br />HUTB-004650<br /><br />Spain - National registration number<br />ESHFTU00000806600000670300200000000000000HUTB-0046508",3,3,204,"Mediano (2-5)",0
1447144,14,"Barcelona, Spain","f","El Poble-sec",436,642,"el Barri Gòtic","Ciutat Vella",41.38073,2.17687,2,330,362,"Spain - National registration number<br />ESFCTU00000811900020755400000000000000000HUTB-0780005",428,428,3,"Gran tenedor (>20)",0
16163954,11,"Barcelona, Spain","t","Sant Antoni",6,7,"Sant Antoni","Eixample",41.37621,2.16332,1,1125,101,"Spain - National registration number<br />ESFCTU00000806900043411800000000000000HUTB-010114-635",6,6,264,"Profesional (6-20)",1
16163954,11,"Barcelona, Spain","t","Sant Antoni",6,7,"Sant Antoni","Eixample",41.37607,2.1626,1,1125,166,"Spain - National registration number<br />ESFCTU00000806900043405700000000000000HUTB-010110-594",6,6,199,"Profesional (6-20)",1
49095152,7,"Barcelona, Spain","t","El Raval",7,7,"el Raval","Ciutat Vella",41.38472,2.16814,1,1125,258,"Barcelona - Regional registration number<br />HB-002211",7,2,107,"Profesional (6-20)",1
49095152,7,"Barcelona, Spain","t","El Raval",7,7,"el Raval","Ciutat Vella",41.38472,2.16814,1,1125,266,"Barcelona - Regional registration number<br />HUTB-002877",7,2,99,"Profesional (6-20)",1
49095152,7,"Barcelona, Spain","t","El Raval",7,7,"el Raval","Ciutat Vella",41.38472,2.16814,1,1125,257,"Barcelona - Regional registration number<br />HUTB-002879<br /><br />Spain - National registration number<br />ESFCTUR0D10805600030187800000000000000000HUTB-0028793",7,2,108,"Profesional (6-20)",1
274436209,6,"Barcelona, Spain","t","El Gòtic",1,1,"el Barri Gòtic","Ciutat Vella",41.37682,2.17744,1,30,207,"Spain - National registration number<br />ESFCTU00000811900001094900000000000000000HUTB-0131333",1,1,158,"Pequeño (1)",1
3744544,12,"Barcelona, Spain","t","Dreta de l'Eixample",33,42,"la Vila de Gràcia","Gràcia",41.39997,2.16218,3,7,267,"Barcelona - Regional registration number<br />HUTB-001024<br /><br />Spain - National registration number<br />ESFCTU00000806600028755300000000000000HUTB-001024-262",33,33,98,"Gran tenedor (>20)",1
7215439,12,"Barcelona, Spain","t","Les Corts (Nabe)",17,21,"les Corts","Les Corts",41.38259,2.13344,1,1125,155,"Spain - National registration number<br />ESFCTU00000805600096166900000000000000000HUTB-0124933",13,13,210,"Profesional (6-20)",1
7215439,12,"Barcelona, Spain","t","Les Corts (Nabe)",17,21,"les Corts","Les Corts",41.38479,2.1338,1,1125,160,"Spain - National registration number<br />ESFCTU00000805600096167600000000000000000HUTB-0124948",13,13,205,"Profesional (6-20)",1
877008,13,"Barcelona, Spain","f","",2,4,"Hostafrancs","Sants-Montjuïc",41.37613,2.14243,31,31,364,"",2,0,1,"Mediano (2-5)",0
265193861,6,"Barcelona, Spain","f","El Raval",163,174,"el Barri Gòtic","Ciutat Vella",41.3808517456055,2.18034195899963,32,360,236,"",163,158,129,"Gran tenedor (>20)",0
4258623,7,"Barcelona, Spain","t","Les Corts",7,7,"les Corts","Les Corts",41.38452,2.12953,1,1125,252,"Barcelona - Regional registration number<br />HUTB-085617<br /><br />Spain - National registration number<br />ESHFTU00000806500088705301500000000000000HUTB-0008566",7,7,113,"Profesional (6-20)",1
2439400,13,"Barcelona, Spain","f","La Sagrada Família",28,96,"la Vila de Gràcia","Gràcia",41.40029,2.16428,1,1125,335,"Barcelona - Regional registration number<br />HUTB-010599",27,27,30,"Gran tenedor (>20)",0
229453634,2,"","f","La Sagrada Família",1,1,"la Sagrada Família","Eixample",41.4025075471369,2.17892356680319,30,60,318,"",1,0,47,"Pequeño (1)",0
304288450,6,"Barcelona, Spain","f","Les Corts",2,2,"les Corts","Les Corts",41.38119,2.12981,1,365,26,"Spain - National registration number<br />ESFCTU00000806500040507300000000000000000HUTB-0077644",2,2,339,"Mediano (2-5)",0
271226374,6,"Barcelona, Spain","f","L'Antiga Esquerra de l'Eixample",43,79,"la Salut","Gràcia",41.41178,2.15939,1,1125,230,"Spain - National registration number<br />ESFCTU00000805700049766000000000000000000HUTB-0099923",43,43,135,"Gran tenedor (>20)",0
313101920,6,"","t","Sants-Montjuïc",7,10,"la Bordeta","Sants-Montjuïc",41.37251,2.13898,32,335,178,"Spain - National registration number<br />ESHFNT00000806500040888300200000000000000000000000006",6,6,187,"Profesional (6-20)",1
308681334,5,"","t","Vila de Gràcia",8,8,"la Vila de Gràcia","Gràcia",41.403267,2.15832,1,1125,307,"Barcelona - Regional registration number<br />AJ000535<br /><br />Spain - National registration number<br />Exempt",8,0,58,"Profesional (6-20)",1
308681334,5,"","t","Vila de Gràcia",8,8,"la Vila de Gràcia","Gràcia",41.403267,2.15832,1,1125,317,"Barcelona - Regional registration number<br />AJ000535<br /><br />Spain - National registration number<br />Exempt",8,0,48,"Profesional (6-20)",1
308681334,5,"","t","Vila de Gràcia",8,8,"la Vila de Gràcia","Gràcia",41.403267,2.15832,1,1125,312,"Barcelona - Regional registration number<br />AJ000535<br /><br />Spain - National registration number<br />Exempt",8,0,53,"Profesional (6-20)",1
1447144,14,"Barcelona, Spain","f","El Poble-sec",436,642,"el Poble Sec","Sants-Montjuïc",41.37183,2.17117,1,330,365,"Barcelona - Regional registration number<br />HUTB-000066",428,428,0,"Gran tenedor (>20)",0
5264883,11,"Barcelona, Spain","f","Dreta de l'Eixample",46,97,"les Corts","Les Corts",41.386215,2.132573,32,1125,114,"",27,27,251,"Gran tenedor (>20)",0
10143038,1,"Barcelona, Spain","t","",2,2,"el Poble Sec","Sants-Montjuïc",41.37186,2.16367,2,365,295,"Spain - National registration number<br />ESFCTU00000806900005945800000000000000HUTB-0081811502",1,1,70,"Pequeño (1)",1
53807169,9,"","f","",1,2,"Sant Antoni","Eixample",41.3757371,2.1667617,3,1125,191,"Spain - National registration number<br />ESFCTU00000806900015319400000000000000000HUTB-0110745",1,1,174,"Pequeño (1)",0
1310304,14,"Barcelona, Spain","f","El Raval",47,162,"el Barri Gòtic","Ciutat Vella",41.3818,2.173,32,330,89,"",47,43,276,"Gran tenedor (>20)",0
1310304,14,"Barcelona, Spain","f","El Raval",47,162,"el Barri Gòtic","Ciutat Vella",41.38336,2.17162,32,330,146,"",47,43,219,"Gran tenedor (>20)",0
305678597,6,"Premià de Mar, Spain","f","",3,5,"el Carmel","Horta-Guinardó",41.42374,2.15383,30,730,152,"Spain - National registration number<br />ESHFNT00000804800073323000300000000000000000000000003",3,3,213,"Mediano (2-5)",0
221565230,7,"Castelldefels, Spain","f","",33,33,"Sants - Badal","Sants-Montjuïc",41.3761288035332,2.12588844345957,32,730,161,"",21,19,204,"Gran tenedor (>20)",0
32037490,10,"Barcelona, Spain","f","Dreta de l'Eixample",277,285,"Sant Antoni","Eixample",41.38103,2.1592,2,1125,348,"Barcelona - Regional registration number<br />HUTB-001769<br /><br />Spain - National registration number<br />ESFCTU000008067000538799000000000000000HUTB-001769-26",264,260,17,"Gran tenedor (>20)",0
32037490,10,"Barcelona, Spain","f","Dreta de l'Eixample",277,285,"Sant Antoni","Eixample",41.38103,2.1592,2,1125,344,"Barcelona - Regional registration number<br />HUTB-001767<br /><br />Spain - National registration number<br />ESFCTU00000806700053877500000000000000HUTB-001767-938",264,260,21,"Gran tenedor (>20)",0
367613585,5,"Granada, Spain","f","",15,15,"la Vila de Gràcia","Gràcia",41.39853,2.1593,1,365,359,"Barcelona - Regional registration number<br />HUTB-000579",15,15,6,"Profesional (6-20)",0
148946579,7,"","f","La Salut",23,25,"el Raval","Ciutat Vella",41.3771,2.17248,31,210,309,"Spain - National registration number<br />ESFCTU00000805600009375900000000000000HUTB-078211-109",21,20,56,"Gran tenedor (>20)",0
148946579,7,"","f","La Salut",23,25,"el Raval","Ciutat Vella",41.37901,2.17144,31,210,318,"Spain - National registration number<br />ESFCTU00000805600009375900000000000000HUTB-078116-167",21,20,47,"Gran tenedor (>20)",0
4985749,12,"Barcelona, Spain","f","Dreta de l'Eixample",17,19,"el Barri Gòtic","Ciutat Vella",41.38104,2.17392,6,126,48,"Spain - National registration number<br />ESHFTU00000811900006572700200000000000HUTB-001623-499<br /><br />Barcelona - Regional registration number<br />HUTB-001623",16,16,317,"Profesional (6-20)",0
413092106,4,"Barcelona, Spain","f","",2,2,"el Poble Sec","Sants-Montjuïc",41.37305,2.15437,31,1125,90,"",2,0,275,"Mediano (2-5)",0
413276114,4,"","f","",7,7,"Hostafrancs","Sants-Montjuïc",41.374779,2.148056,1,1125,341,"Barcelona - Regional registration number<br />HB-003967",7,0,24,"Profesional (6-20)",0
413276114,4,"","f","",7,7,"Hostafrancs","Sants-Montjuïc",41.37491,2.14727,1,1125,223,"Barcelona - Regional registration number<br />HB-003967",7,0,142,"Profesional (6-20)",0
413276114,4,"","f","",7,7,"Hostafrancs","Sants-Montjuïc",41.375584,2.148528,1,1125,322,"Barcelona - Regional registration number<br />HB-003967",7,0,43,"Profesional (6-20)",0
66296022,9,"Barcelona, Spain","t","",76,116,"la Barceloneta","Ciutat Vella",41.37863,2.19045,32,340,101,"",74,74,264,"Gran tenedor (>20)",1
299462,13,"Barcelona, Spain","f","Vila de Gràcia",279,432,"el Poble Sec","Sants-Montjuïc",41.37336,2.15956,3,1125,340,"Spain - National registration number<br />ESFCTU00000806900008886100000000000000000HUTB-0093374",135,135,25,"Gran tenedor (>20)",0
414023745,4,"","f","",6,6,"el Barri Gòtic","Ciutat Vella",41.384769,2.174595,1,1125,295,"Barcelona - Regional registration number<br />HB-004515",6,0,70,"Profesional (6-20)",0
771458,12,"Barcelona, Spain","f","Sant Pere/Santa Caterina",14,24,"el Fort Pienc","Eixample",41.39522,2.17663,32,365,289,"",13,0,76,"Profesional (6-20)",0
117888638,8,"Barcelona, Spain","t","El Raval",6,6,"el Barri Gòtic","Ciutat Vella",41.382465,2.172445,2,30,227,"Spain - National registration number<br />ESHFTU00000805400049516001300000000000000HUTB-0328903<br /><br />Barcelona - Regional registration number<br />HUTB-032890",6,6,138,"Profesional (6-20)",1
443218453,3,"Barcelona, Spain","f","",3,5,"el Poble Sec","Sants-Montjuïc",41.3723819980214,2.16457793880082,31,365,317,"",3,3,48,"Mediano (2-5)",0
272408891,6,"Barcelona, Spain","t","El Gòtic",19,21,"el Fort Pienc","Eixample",41.39719,2.18585,32,1125,222,"",19,19,143,"Profesional (6-20)",1
443218453,3,"Barcelona, Spain","f","",3,5,"el Poble Sec","Sants-Montjuïc",41.37372,2.16601,31,365,317,"",3,3,48,"Mediano (2-5)",0
46914366,10,"Barcelona, Spain","f","",8,9,"el Poble Sec","Sants-Montjuïc",41.37331,2.16477,1,365,160,"Barcelona - Regional registration number<br />AJ000486<br /><br />Spain - National registration number<br />Exempt",8,0,205,"Profesional (6-20)",0
46914366,10,"Barcelona, Spain","f","",8,9,"el Poble Sec","Sants-Montjuïc",41.37317,2.16479,1,365,272,"Barcelona - Regional registration number<br />AJ000486<br /><br />Spain - National registration number<br />Exempt",8,0,93,"Profesional (6-20)",0
394270439,4,"Barcelona, Spain","f","",40,40,"el Fort Pienc","Eixample",41.39251,2.18077,4,45,345,"Spain - National registration number<br />ESFCTU00000805400036471800000000000000000HUTB-0093697",40,40,20,"Gran tenedor (>20)",0
418270816,3,"","f","Nové Město",999,1107,"Sarrià","Sarrià-Sant Gervasi",41.394817,2.1245992,1,365,350,"Barcelona - Regional registration number<br />HB-003777<br /><br />Spain - National registration number<br />Exempt",12,8,15,"Profesional (6-20)",0
418270816,3,"","f","Nové Město",999,1107,"Sarrià","Sarrià-Sant Gervasi",41.394817,2.1245992,1,365,353,"Barcelona - Regional registration number<br />HB-003777<br /><br />Spain - National registration number<br />Exempt",12,8,12,"Profesional (6-20)",0
418270816,3,"","f","Nové Město",999,1107,"Sarrià","Sarrià-Sant Gervasi",41.394817,2.1245992,1,365,352,"Barcelona - Regional registration number<br />HB-003777<br /><br />Spain - National registration number<br />Exempt",12,8,13,"Profesional (6-20)",0
418270816,3,"","f","Nové Město",999,1107,"Sarrià","Sarrià-Sant Gervasi",41.394817,2.1245992,1,365,262,"Barcelona - Regional registration number<br />HB-003777<br /><br />Spain - National registration number<br />Exempt",12,8,103,"Profesional (6-20)",0
418270816,3,"","f","Nové Město",999,1107,"Sarrià","Sarrià-Sant Gervasi",41.394817,2.1245992,1,365,329,"Barcelona - Regional registration number<br />HB-003777<br /><br />Spain - National registration number<br />Exempt",12,8,36,"Profesional (6-20)",0
220709013,3,"Barcelona, Spain","f","",1,2,"el Clot","Sant Martí",41.41284,2.18877,2,1125,131,"",1,0,234,"Pequeño (1)",0
9400556,12,"Barcelona, Spain","f","Vila de Gràcia",144,185,"la Sagrada Família","Eixample",41.40575,2.17276,1,1125,321,"",107,107,44,"Gran tenedor (>20)",0
346367515,5,"Barcelona, Spain","f","",960,1011,"la Vila de Gràcia","Gràcia",41.40314,2.15201,31,330,259,"Spain - National registration number<br />ESFCNT00000806600061291100000000000000000000000000009",549,549,106,"Gran tenedor (>20)",0
